x	y	BPH_1	BPH_2	BPH_3	BPH_4	BPH_5	BPH_6	BPH_7	BPH_8	BPH_9	BPH_10	BPH_11	BPH_12	BPH_13	BPH_14	G5_1	G5_2	G5_3	G5_4	G5_5	G5_6	G5_7	G5_8	G5_9	G5_10	G5_11	G5_12	G5_13	G5_14	G5_15	G5_16	G5_17	G5_18
837	1092	-0.843475142	-0.137028482	0.078580704	-0.144134677	-0.201307133	-0.750518737	-0.833737001	-0.862708327	-0.098960764	-0.356533464	-0.213570972	-0.169115519	0.050759892	-0.357422785	0.553970454	0.041029515	-0.01866852	0.566224859	-0.080131882	0.149601665	-0.061134939	0.008005078	-0.074431391	-0.149864063	-0.081437747	-0.181366208	-0.011971272	-0.082192066	-0.087728915	0.101837677	0.034751916	-0.103332007
1043	567	0.920700974	-0.287922054	-0.192003711	0.007366445	0.197211857	0.189433624	0.458392681	0.81425147	-0.107887181	0.329770781	0.435388474	0.330796796	-0.158112471	0.028967787	0.131194996	0.073193307	-0.280666271	-0.055131676	0.000149437	0.022208799	-0.101564917	0.436692696	0.188633496	-0.135624318	-0.057591295	-0.009784626	-0.097827359	0.299853267	-0.199480052	0.303910084	-0.053652171	-0.087906781
1916	219	0.726225176	0.089940215	-0.162065261	0.019776652	0.051111345	0.657870892	0.68597265	0.732889276	0.0060924	0.102941404	0.090082619	-0.143773717	-0.076893158	-0.110846769	-0.3171416	-0.192602877	-0.604417594	0.017453764	-0.054718282	0.007185936	0.182036595	-0.258674105	0.236963728	0.052919237	-0.031034854	0.117449653	-0.026832634	-0.272587998	0.091361275	0.129759083	-0.155897898	0.225904568
2112	298	0.236949135	0.275043969	0.084759244	0.122306244	0.116159228	0.370780134	0.139943889	-0.137877604	0.170267789	-0.029251706	-0.149998005	0.636961849	0.147895408	0.24037819	0.311644699	0.063525535	-0.090650315	0.143619152	0.0292484	-0.11978245	-0.140190426	-0.532146721	-0.184956792	-0.510889659	-0.273709268	-0.531551163	-0.088747997	-0.168025404	-0.113633557	-0.432884444	-0.431810507	-0.350454498
1603	847	0.466147374	0.331193114	0.110246057	-0.040615061	-0.029630004	-0.113437369	-0.045992358	0.051295983	0.195592936	0.0758877	0.504398301	-0.244348311	0.196796155	0.026241504	-0.103038452	-0.178584295	-0.283618959	0.059810512	-0.402225013	-0.262538159	-0.292339297	-0.311878331	0.265219054	-0.307499579	-0.092995216	-0.244390662	-0.401896091	-0.319636018	-0.164500913	-0.280432118	-0.08148009	-0.396912059
1568	893	0.359866278	0.500676811	0.166049781	0.062011567	0.07302874	0.124843889	0.187574519	-0.083443273	-0.000836214	0.222713327	0.411209958	-0.108661412	0.330873325	-0.040171681	-0.230521329	0.150798144	-0.161982519	0.06131868	-0.088939815	-0.162149049	-0.128963808	-0.001019384	-0.151151389	-0.354092776	-0.328903039	-0.406541557	-0.1271347	-0.077405595	-0.183067339	-0.299139163	-0.274545742	-0.029572419
1757	856	0.203981706	0.528473793	0.378322904	0.179077512	0.296545287	-0.261204432	0.106711539	0.013763263	0.048273038	0.303833067	0.646860546	-0.218341994	0.006740546	-0.032976304	-0.226566309	0.233987766	-0.271856677	0.379474879	-0.387189495	-0.270350888	-0.358946905	-0.086666065	-0.221020872	-0.283996527	-0.155787146	-0.14298601	-0.108449148	-0.101178498	-0.241618179	-0.012855118	-0.090720121	-0.231647652
151	1215	-0.194283171	0.231000854	-0.015448074	-0.346535242	0.103245789	-0.454115972	-0.272807553	-0.154363537	-0.486740597	-0.306011318	-0.082768643	-0.049677491	-0.303747954	-0.013743599	0.042614195	0.337114257	0.021872695	0.31406182	-0.172239398	0.173590097	0.317176198	0.364206945	0.250034877	0.201478095	0.206740607	0.368734091	-0.030627425	-0.007648228	-0.06074882	0.338891326	0.12919367	0.021499932
1231	158	-0.089631458	-0.223391987	0.369235228	0.359317132	-0.223418483	-0.534387223	-0.456233863	0.039189083	0.222821608	0.115237404	0.085272688	0.310420866	0.180780431	0.492333791	-0.879817878	-0.848165473	-0.423996494	-0.390315457	-0.431499335	0.050580443	-0.217091628	-0.162199082	-0.058136479	-0.199795115	-0.138949574	-0.078141599	-0.141217287	0.029863534	-0.029801097	-0.099915426	-0.227792652	-0.107248996
1293	1183	0.129398434	-0.002464479	0.06879193	-0.516239959	-0.018953223	-0.221437306	0.29941824	0.353534183	-0.303889276	-0.34201294	0.575078911	0.397116418	-0.121435686	0.432269767	-0.127021572	-0.291976019	-0.337929937	0.095086621	-0.224111942	-0.194857391	-0.06426752	0.211710721	-0.271107192	0.231588951	-0.576033695	0.548982695	0.091496957	-0.084817693	-0.179734314	-0.648686982	-0.340489319	0.149069111
757	948	-0.584514055	-0.142754715	0.04264946	-0.05822965	-0.119955965	-0.982194376	-1.038793465	-0.850387446	-0.267928531	-0.737641468	-0.195570325	-0.248905514	-0.178137043	-0.142384728	0.325974396	-0.280186016	0.139514648	0.10825335	-0.038329151	0.058644421	-0.005147304	0.018291144	0.038853026	-0.093689745	0.026342352	-0.179077143	0.001532391	0.127806842	-0.097443691	0.008708976	0.119796145	-0.066131329
2101	940	0.390387071	0.433805299	0.149874135	0.058484302	0.033912448	0.257976328	-0.290401924	-0.109278286	0.28677093	0.177755792	0.476274715	-0.127968401	0.229029326	-0.224194889	-0.222123856	0.131157793	-0.095926618	-0.187585924	-0.262951291	-0.064435649	-0.084680384	-0.232772939	0.056423043	-0.261081503	-0.249598644	-0.372670992	-0.144192498	-0.029156229	-0.062682562	-0.049977007	-0.279253515	-0.167995961
1774	218	0.493267115	0.094812357	0.107886952	0.182780875	0.066986204	0.692896799	0.464380069	0.485617086	-0.20031802	0.695221284	0.030076009	-0.224696469	-0.219130091	-0.037369223	-0.283994192	-0.055880233	-0.132778567	-0.080990494	-0.22361678	0.055600684	0.077412499	-0.053296914	0.156718118	-0.032132202	0.078619083	0.19549527	-0.073847633	-0.004083636	-0.016788411	0.066417054	-0.188854429	0.07460544
1085	713	-0.078225304	-0.118622877	-0.050020295	-0.02839515	0.220673232	-0.184011681	-0.390217893	-0.255224904	-0.056210738	-0.301089381	-0.16707616	-0.232508739	-0.035527313	-0.207237291	0.075267714	-0.070397492	-0.029860001	0.205751041	-0.003318069	0.099625693	0.396180354	0.114304404	0.110913976	-0.099743417	0.169706577	-0.040991173	0.097643076	0.00913709	-0.069731083	0.153676512	-0.195777484	-0.263738927
889	950	-0.964885906	-0.066530955	0.119228717	-0.024430785	-0.066155351	-1.021637726	-0.810647836	-0.982981069	-0.237292329	-0.78139871	-0.128034005	-0.271057563	-0.176685674	-0.149641333	0.166043952	-0.069917589	0.183164085	0.05664388	0.121206647	0.1112649	0.022318428	0.048189089	0.100582141	-0.064911834	0.096405097	-0.141348108	0.011579769	0.150187895	-0.08100078	0.009555961	0.164076927	-0.096459603
314	679	-0.257592958	-0.058476761	-0.174016067	-0.248838241	0.252847718	-0.230233439	0.078863786	-0.104834059	-0.538485892	0.051707346	-0.25009133	-0.636286137	-0.640290304	-0.347752377	0.492772027	-0.143296683	-0.315616383	0.673925454	-0.316640592	0.0809787	0.16516892	0.11193928	0.431711292	-0.261824982	0.026415465	-0.12896962	0.209938433	-0.077489148	-0.254438199	0.210544499	0.160556366	-0.028973003
1572	47	0.374583399	0.258471262	-0.180307521	0.18473614	-0.201798793	0.296916714	-0.195456539	-0.101672805	-0.632474235	0.076666998	0.517034269	0.222125891	0.221775992	0.089317889	-0.167253463	-0.310899006	-0.352827089	-0.222529848	0.048366055	-0.180672301	-0.238924264	-0.179335376	-0.776059531	-0.324111105	-0.06710786	-0.000879414	-0.427331739	0.096790968	0.092767613	-0.119053427	-0.008411939	-0.325819631
371	690	-0.423042471	0.184573936	-0.285082852	-0.089308264	0.181348832	-0.268683706	-0.154069116	-0.224556902	-0.40796251	-0.156816136	-0.126298232	-0.47348462	-0.468868321	-0.262305334	0.400111695	-0.119519473	-0.285826	0.581576998	-0.344919764	0.192665536	0.156455622	0.121777398	0.442888007	-0.073892026	0.066517257	-0.06852055	0.170818457	-0.029621351	-0.18002889	0.115980209	0.054633508	-0.039804024
863	439	-0.92206999	-0.096270763	0.009864026	0.071696758	0.152907166	-0.953774298	-1.124128751	-0.838312564	0.039251205	-1.04509586	0.033292975	-0.01578867	0.30967263	-0.035499332	0.320088179	0.329173518	0.079154526	0.121151525	0.19364577	0.185837396	0.151992996	0.284834863	-0.105016368	0.014597939	-0.16384121	0.028486521	0.431519763	0.198399962	0.123061443	0.267498749	0.032800154	-0.044872385
1302	158	-0.062072778	-0.190389872	0.387041096	0.369781677	-0.118658266	-0.020917134	-0.240215512	0.175994594	0.175662145	-0.06426602	-0.00120816	0.268339559	0.195345424	0.383201003	-0.934988105	-0.838653525	-0.446164441	-0.398067205	-0.318873865	0.092903096	-0.112642975	-0.124340853	-0.10373818	-0.175043913	-0.128270192	-0.081130633	-0.076791367	0.057779273	-0.030595987	-0.052737428	-0.186064753	-0.038587764
999	883	-1.169369282	0.006035466	0.023292883	-0.038551302	0.089693987	-1.114469075	-1.19091712	-1.039610876	-0.027505332	-1.152804318	0.000672455	-0.112811859	-0.126194319	0.004626916	-0.047751835	0.113132365	0.052918931	0.081863058	0.140862676	0.202556204	0.157968026	0.157594789	0.183491448	0.064969871	0.092162155	0.173324546	0.075556361	0.162813588	-0.018480197	0.0557236	0.030075188	0.048498897
1375	100	0.513340809	-0.134746004	0.178862065	0.219600376	0.112450277	0.606001517	0.157420554	0.405171835	0.140000319	0.290253052	0.103058787	-0.090816187	-0.12072636	-0.062516992	-0.039926614	-0.086503721	-0.01753937	-0.094236164	-0.097353815	0.133162637	-0.136032745	-0.070829741	0.052101724	-0.211776792	-0.070585562	-0.243923131	-0.014512614	-0.076532505	0.035599333	-0.122704965	-0.078271543	-0.095391119
591	161	-0.118181996	-0.27761224	0.021953676	-0.476834374	-0.094037877	-0.088717326	0.064669403	-0.125154325	0.448053803	0.072212998	-0.531796379	0.296748611	0.43873503	0.090114958	-0.17008483	-0.354093267	-0.199456379	-0.371908394	0.352881586	-0.203669139	-0.272924301	-0.144934752	-0.008795328	-0.130543075	0.001901309	-0.422313804	-0.139147681	-0.208545096	-0.166575652	-0.073874905	-0.025842737	0.013258629
1005	803	0.258519922	-0.40036627	0.076277239	-0.112036915	-0.047017147	0.536456051	0.154049284	0.23881046	0.057448992	0.420065712	-0.114294052	0.073109468	0.268337319	-0.232740842	-0.435902023	-0.247537997	-0.045526297	-0.151567901	-0.125286945	-0.020872285	-0.073629155	-0.082739633	0.052607168	-0.031036372	-0.210361134	-0.266653749	-0.259687824	-0.056575318	-0.043623797	-0.208509341	-0.059136774	-0.140942693
869	1340	-0.972888568	0.089552154	0.071885319	0.158952526	0.152333425	-0.948177064	-0.885225697	-0.920254334	-0.01713592	-0.76492671	0.201209036	-0.020139021	0.153044514	-0.05323355	0.23361014	0.129130235	0.067335905	0.331408088	0.158029764	0.261593915	0.218646483	0.195612319	0.183070936	0.073759854	0.194293983	-0.062726077	0.283814282	0.221657054	0.129572887	0.25948439	0.249691317	0.173639545
1262	949	0.166039664	-0.251785864	0.046453002	-0.126394263	-0.054234739	0.45833408	0.299801198	0.559763107	-0.125995946	0.449524016	-0.075908877	-0.207794688	-0.165514096	-0.040623215	-0.59877842	-0.648188128	-0.205839879	-0.503171907	-0.455256	-0.049271942	0.00745292	-0.044090908	0.002050891	-0.14565977	-0.097646962	-0.183674063	-0.031811486	0.179671819	-0.070316117	-0.064711249	0.008651043	-0.061914489
2154	863	-0.10784683	-0.009263255	-0.349698575	-0.256971446	0.225583185	-0.326415603	-0.251659899	-0.207877025	-0.337976543	-0.231826329	0.199985534	-0.602463658	-0.214597819	-0.038173808	0.195314974	0.08923526	-0.093376151	0.389272453	-0.038557761	0.18604592	0.1649833	0.159546131	0.086201439	-0.012461561	-0.112559531	0.075542611	0.153655764	0.067946676	0.049461035	0.361376663	0.421186173	-0.099754484
2059	521	0.357281215	-0.078132253	0.157884775	0.089752482	-0.089902831	0.584638597	0.55639351	0.331699905	0.173286836	0.677955225	-0.086721448	-0.108815376	0.005479763	-0.098721976	-0.076412239	-0.044526175	-0.061774691	0.023029163	0.017796071	0.053590153	-0.053382921	0.041017895	0.137498852	0.02198496	0.014108156	-0.237638532	-0.09966981	0.164518697	-0.123182359	0.069920115	-0.040669665	0.000488475
450	158	-0.272356451	-0.372510055	0.20622818	-0.064611321	-0.251071115	0.060672166	-0.376175674	-0.226025226	0.208348148	-0.132512542	-0.63128627	0.277142585	0.137299897	-0.222367123	-0.372261571	-0.54507795	-0.303937644	-0.15759956	0.601013526	-0.216325564	-0.286691486	-0.170606541	-0.274297941	-0.329156635	-0.010130216	-0.662848818	-0.128041554	0.004866315	-0.376663901	-0.23475983	-0.417376945	-0.174759317
1345	155	-0.147252471	-0.087018578	0.387750659	0.311225403	-0.038866809	0.101386786	-0.230484476	0.109381626	0.273655558	-0.037142037	0.098675183	0.210449477	0.167829061	0.308550912	-0.993958054	-0.839100829	-0.481541078	-0.387910871	-0.348481126	0.138080555	-0.059083022	-0.108886894	-0.060120573	-0.21387389	-0.10003757	-0.0966571	-0.012307977	0.096230803	-0.016185379	0.020801264	-0.147738275	-0.001033508
668	1079	-0.390541757	-0.098293782	-0.09162045	-0.17315063	-0.098034755	-1.575763176	-1.146869012	-1.198264583	-0.076849793	-1.358170825	-0.333475896	0.021495506	-0.175331548	-0.355635917	0.195671791	-0.175933183	0.035102542	0.155337109	0.028424651	0.144488596	-0.244850041	0.072527463	-0.154931677	-0.26558865	-0.121272622	-0.240305863	-0.130688851	-0.009846645	-0.317132645	0.144159	0.028537052	-0.170446488
444	1362	-0.385027653	0.312030195	0.467526778	0.348708331	0.41730511	-0.16950207	-0.574703976	-0.031187986	0.383534476	-0.203196736	0.308518119	0.106778915	0.08743959	0.575223093	0.430985034	0.435196584	0.507265385	0.473997077	0.387790565	0.556465337	0.667424746	0.464283993	0.479676753	0.387149229	0.451625765	0.325186792	0.482065452	0.58238002	0.415942985	0.279795195	0.770692482	0.370606744
1673	685	0.119106881	0.442980751	0.000870919	0.283528679	0.645595671	-0.010509812	0.145143929	0.124675373	0.418744704	-0.261863115	-0.105270162	0.089437806	0.228889597	-0.061369184	-0.034582311	-0.480035296	0.13439948	0.231257792	0.336142191	-0.168729958	0.288839261	-0.197932565	-0.337569485	0.150399206	-0.237053629	-0.150017583	-0.375246436	-0.020785128	-0.142040536	-0.485947331	-0.544368504	-0.317679385
1353	613	0.244228972	-0.44748453	0.041425997	-0.254081247	0.257084795	0.146571329	-0.271035663	0.364985698	-0.210819548	0.42062526	0.545087511	0.345311839	0.082437861	0.087942279	-0.010863468	0.149745096	-0.086020583	0.142929217	-0.531472729	-0.071725658	-0.261710941	0.544303633	0.009023502	-0.1245719	-0.443782137	0.018885154	-0.054988024	-0.083920144	-0.221640334	-0.08709911	-0.309387321	-0.133633358
797	1030	-0.664128008	0.022263914	0.038178222	-0.073585925	-0.111271248	-0.616708075	-0.531343939	-0.599634995	-0.269498448	-0.715015311	-0.374238242	-0.182535607	-0.123136008	-0.093651761	0.5124797	0.002720211	0.19956079	0.244472011	0.12375621	0.034295483	-0.019671679	-0.003272535	-0.168609979	-0.237312143	-0.251361896	-0.339200816	-0.152798584	-0.262840067	-0.115034542	0.035925291	-0.014918476	-0.192074903
1411	98	0.273139794	-0.136870288	0.242438691	0.263453817	0.057691056	0.596049944	0.135492652	0.379282022	0.096231087	0.260441075	0.110156561	-0.086729969	-0.122288216	-0.021435673	-0.073334586	-0.0611724	0.017708218	-0.073858142	-0.064891099	0.149983208	-0.117383845	-0.096210649	0.040126595	-0.304653911	-0.098754865	-0.299040365	-0.038547037	-0.036482753	0.016578393	-0.118724482	-0.039579633	-0.13274024
346	1186	-0.180593383	0.00072134	-0.158447654	-0.167396509	-0.152621745	0.242660227	-0.029087409	0.057611908	-0.158041765	0.276519448	-0.232126452	-0.363745932	-0.273763831	-0.248973275	0.15356874	0.486750696	0.474434709	0.496959196	0.048603228	0.0954108	-0.046783862	-0.018626269	0.105986575	-0.038225083	0.103032179	0.054228382	-0.046100135	-0.12372551	-0.306355058	-0.007274352	0.040764647	-0.072983954
458	624	-0.708078464	-0.103452271	0.167754885	0.154921714	-0.077198434	-0.36030515	-0.705227453	-0.461161542	-0.123314862	-0.513668666	-0.171473722	-0.15628401	0.144777668	0.106796131	-0.080753651	-0.100593113	0.122333041	-0.012505951	-0.170751467	0.092882012	0.120904921	0.001934774	0.265912661	-0.005838532	0.330857186	-0.018185509	0.302200145	0.509588418	-0.082003626	0.189919296	0.257355117	0.101072869
1107	741	-0.14365334	-0.044995579	0.003999812	0.303625644	-0.072127671	-0.13803476	-0.664735743	-0.514956515	-0.134560716	-0.161674598	-0.151628328	-0.199038528	-0.010121867	0.091705545	0.000323933	-0.034773309	-0.075039753	-0.100448387	-0.252345716	0.139763717	0.059170076	-0.15052204	0.221551025	-0.073477527	0.39672408	0.002736728	0.414960408	0.206030194	-0.202368472	0.050845057	-0.031552081	-0.013680836
1824	135	0.278497242	-0.043228063	-0.050629291	0.063372651	0.080446372	0.787762838	0.608692215	0.303213104	-0.053268533	0.095654323	0.028991366	-0.085915692	-0.142450007	0.008660222	-0.385415208	-0.13563975	-0.092452642	0.018727425	-0.240448508	0.073084427	-0.054597119	0.007933379	0.02481347	0.113413958	-0.006627952	0.108385058	0.073560602	0.009075054	-0.021096766	-0.005737502	-0.083210269	0.049458587
1305	79	0.715486963	-0.160070839	-0.00477397	0.21419234	0.157291551	0.083728133	0.455173655	0.550370602	0.080191146	0.169422435	0.060776089	-0.056872737	-0.092025939	-0.033472313	-0.084357862	-0.070293043	-0.034979338	-0.097559443	-0.225434643	0.039019621	-0.010228574	0.055900161	0.128078826	0.099198753	-0.026804315	0.086974598	-0.006850141	-0.126920286	0.002703435	0.053912442	-0.072665137	-0.053874816
473	645	-0.905337978	0.054328438	0.153148755	0.171917839	-0.08690705	-0.518496242	-0.656818103	-0.628929119	-0.185294137	-0.684625828	-0.081471064	-0.097765829	0.076950212	0.078723256	-0.136007911	-0.047820405	0.110821444	-0.025707138	-0.195739618	0.13154914	0.13187441	0.056851762	0.212182645	0.077627308	0.3625725	0.112821681	0.227204299	0.343782488	-0.135628151	0.158561113	0.182703989	0.193166484
418	633	-0.313916952	0.010096404	0.060635657	0.098404225	-0.034831907	-0.688697073	-0.729603563	-0.791833475	-0.132224517	-0.490385851	-0.132876314	-0.058561525	0.130292809	-0.033504425	-0.024170347	-0.083161301	0.051181287	0.169999195	-0.10265655	0.108946217	0.088632165	0.09186496	0.143645114	0.104312342	0.26043584	0.061092072	0.213959302	0.244104494	-0.072149791	0.11988771	0.220166146	0.160236541
856	1255	-0.439596776	-0.09941237	-0.17562613	-0.05607805	-0.257339744	-0.441982919	-0.477376051	-0.778810654	-0.350171379	-0.58423497	0.206227357	0.22983117	-0.167191295	-0.218769633	-0.096602008	-0.072477246	-0.108819504	-0.030927724	-0.237047199	-0.027775131	0.146855342	-0.062444838	0.427106707	-0.117314282	-0.097660728	-0.32313129	0.005683597	0.059093879	-0.082908418	0.060755152	0.023962734	-0.133848519
1081	1576	-0.564577645	-0.01803507	0.152390707	0.0069059	-0.046628503	-0.579821559	-0.551559103	-0.284180674	-0.00754837	-0.067412872	-0.083701633	-0.077826468	-0.094149305	0.108779689	-0.041335269	0.031444846	0.045586563	0.028026848	0.012742859	0.061655674	0.143873179	0.121927521	0.088095111	0.08301189	0.005910555	0.712690118	0.064622104	0.174024068	-0.056614162	0.129023353	0.056091634	0.127237165
1430	521	0.514128871	-0.075545853	-0.070271643	-0.014847039	0.044744443	0.475903644	0.337276901	0.422750191	0.162522674	0.662593576	0.044254796	0.083508911	0.194385017	-0.041443925	0.024722266	0.052773371	0.035904172	0.041389417	-0.000395965	0.141208554	-4.08E-05	0.09397161	0.112033293	0.080183014	-0.109393746	-0.284543031	-0.099951923	-0.022959713	0.024926236	0.066847714	0.069210886	0.057758983
821	431	-0.868478442	0.087064023	-0.087587213	0.046170075	0.099495105	-0.917845855	-1.002001224	-0.919358328	0.080752618	-0.97025953	0.033099359	-0.053456062	0.188618022	-0.084116351	0.117877832	0.095148662	-0.041751151	0.135397512	0.035093553	0.224520772	0.180880515	0.136534555	0.178121266	-0.049662213	0.109512796	0.049546676	0.275386758	0.122034049	0.059932239	0.086759993	0.021149867	0.014995698
1891	294	0.231175403	0.476541602	0.219020813	0.397298331	0.060461999	-0.133071187	0.104580608	-0.3994736	-0.226421515	0.008564438	0.128135338	0.387684316	0.074129749	0.220882011	-0.07149037	0.192175383	-0.16339169	-0.174908292	-0.187324701	0.045345616	-0.166556606	-0.024153272	-0.190785476	-0.102470262	0.070508069	-0.306810178	-0.020034082	0.102529838	0.107754155	-0.221906644	-0.291491959	-0.225360071
1057	1344	-0.49652735	0.071468166	0.119885266	0.16365927	0.221846728	-0.383746053	-0.515202004	-0.505637373	-0.0280053	-0.382886913	0.155543267	-0.07282775	0.121748795	0.015852317	0.182950435	0.097981103	0.075869417	0.208955785	0.128764551	0.283852969	0.243953096	0.215802386	0.193696407	0.152692703	0.138933709	0.004536856	0.349531391	0.264720595	0.192162485	0.268805735	0.296286896	0.177203694
1375	257	-0.696603657	0.008409863	-0.037478199	-0.057407128	-0.043299007	-0.410459175	-0.87570828	-0.324051837	-0.171538638	-0.24969061	-0.000593118	-0.188988269	-0.242687252	0.124203988	0.084684075	-0.042964139	0.072816205	-0.031845255	-0.11795683	0.168428393	0.102542999	0.141273676	0.276848789	-0.055878459	0.142283761	-0.118686835	0.137300392	0.172924435	-0.052678287	0.069663142	0.050419246	0.074709838
827	291	-0.529329404	-0.249728901	-0.127609091	0.003322403	0.027713589	-0.635139542	-0.560152162	-0.393993548	0.066190117	-0.281502922	0.032804944	-0.007816639	0.033788714	-0.091997716	0.089825506	0.171005453	0.100141642	0.289160273	0.015947278	0.105185553	0.13422512	0.137256575	0.145266517	0.09727023	0.18730168	0.029915414	-0.129991762	0.163295771	-0.160636597	-0.029783013	-0.050367779	0.156318568
1072	237	-0.523530751	-0.033943011	-0.029215677	0.174460478	-0.613619546	-0.545173709	-0.37487558	-0.451166581	-0.132532555	-0.123409553	0.134005543	-0.095578199	-0.235219483	0.019668182	0.348906193	0.361583103	0.040933462	0.045546135	-0.063792185	-0.069187322	0.161161294	-0.013015171	0.0454856	-0.022361455	0.077593218	0.199890469	0.14303154	0.048960734	-0.034435314	-0.144590455	-0.168824319	0.216144317
410	1693	-0.323390565	0.139132233	0.391239333	0.20931963	0.363033665	-0.42324526	-0.378059417	-0.226854292	0.20140328	-0.159589169	0.223939327	0.012555459	0.106278061	0.200838763	0.157461135	0.017272837	0.214880751	0.048869844	0.277674105	0.383740284	0.426006471	0.326119323	0.296795073	0.322930277	0.521956434	0.224690558	0.481325014	0.528843737	0.272401864	0.285122436	0.449562808	0.153204569
771	1085	-1.410116797	0.005315322	0.202211372	-0.045865073	0.10803981	-1.535570271	-1.338752494	-1.417237514	-0.037756485	-1.425033678	-0.07583386	-0.074618843	0.176111171	-0.198545468	0.049161259	0.007450308	0.033890645	0.051268059	0.095073216	0.078371996	0.098725822	0.065129813	0.186141384	-0.096247439	0.013089122	-0.035569548	0.102604034	0.158429944	0.014869096	0.086423795	0.104076267	-0.051398549
607	944	-0.315265184	-0.139316327	0.067703933	0.111288618	-0.122575327	-0.646061469	-0.413453566	-0.678940801	-0.27025888	-0.410860299	-0.096860782	-0.291176975	-0.202729966	-0.122125637	-0.073984546	-0.228880813	0.008715035	0.326107907	-0.060477142	0.088823866	0.022083835	0.035342006	0.073269789	-0.036463385	-0.007592279	-0.142774488	0.041127343	0.108753756	-0.058853872	0.032121031	0.11140489	-0.046692965
993	743	-0.39813903	-0.195174938	-0.140836671	-0.184554186	0.161409455	-0.091830747	-0.544959157	-0.401249322	-0.003318779	-0.29945191	0.183069793	-0.327012309	-0.168782853	-0.112661698	-0.496063558	-0.290146533	-0.235741873	-0.262320393	-0.17391108	0.153100345	-0.064206323	0.081355103	-0.116638128	-0.052850053	0.073478025	0.100025461	0.252319985	-0.156952702	-0.013710572	0.100436151	-0.128720427	0.075687355
983	514	-0.643852105	-0.264096665	-0.090326262	0.006629759	0.116923191	-0.700512573	-0.905939973	-0.709891573	0.142568639	-0.590413363	-0.426870734	-0.238540648	0.150119561	-0.221008442	0.238637843	0.119150832	-0.061259267	0.120773568	0.210617412	0.002303027	-0.040709819	-0.043798021	-0.420305913	-0.16754803	-0.385250337	-0.420055053	0.127343853	0.191915866	-0.117677415	-0.021382295	-0.222931736	-0.041983686
1747	221	0.156436612	0.20201082	0.145081369	0.25088199	0.242284029	0.478686118	0.3282721	0.227022083	-0.256391139	0.444029237	-0.091552729	-0.196801665	-0.192016853	0.081251354	-0.316246122	0.157542474	0.147221886	-0.113261963	-0.253835692	0.094417986	-0.094476923	-0.15067372	0.013235456	-0.044420558	0.048856379	0.07002657	-0.160683316	0.017004016	-0.125063393	-0.049598389	-0.272523331	-0.018787343
530	1370	-0.316460396	-0.115098324	0.135732977	-0.093607819	0.099503255	-0.12316457	-0.088406788	0.030710517	0.02010049	0.03618078	-0.099713136	-0.156054794	-0.158536847	0.189821976	0.223493234	-0.139473478	-0.001433858	0.431231007	-0.041737835	0.245068946	0.240392132	0.137062506	0.206181174	-0.00372814	0.251486863	0.265757194	0.234495042	0.346204193	0.065812309	0.110333491	0.423411447	0.04600685
1610	158	0.289765387	-0.029500077	0.176532566	0.116772981	-0.147246412	0.469508524	0.705545539	0.325854694	0.290315251	0.389117903	0.105300441	-0.13810034	0.084289064	0.11725577	-0.00964724	0.126839808	-0.140985697	-0.102662406	-0.179883474	0.297196214	0.134506727	0.057254678	0.134334904	-0.041037787	-0.064667769	0.084986032	0.086053224	-0.01176036	-0.146719361	0.028255181	-0.068360158	0.206052728
1448	96	0.449442417	-0.158349437	0.247453727	0.247446974	0.034786578	0.3304327	0.07053743	0.280939731	0.162131847	0.170699647	0.014950314	-0.143930632	-0.100478336	-0.021655872	-0.072237658	-0.011120692	0.039865427	-0.014722293	-0.038342235	0.141605929	-0.126941011	-0.102587311	-0.095626495	-0.253668588	-0.120938356	-0.288472348	-0.040241842	2.95E-05	-0.015534947	-0.111312471	-0.138232121	-0.143386855
1931	958	0.009332879	0.214312028	0.02327201	-0.18133052	-0.146528477	-0.237427666	0.028607084	-0.161871957	-0.077047325	-0.054281261	-0.027556198	-0.276463348	0.629611776	-0.115660975	-0.284256053	0.044383751	-0.201864299	-0.46711229	-0.32368766	-0.215276699	-0.153849859	-0.021953222	-0.33295086	-0.405797788	-0.087652529	-0.446784597	0.002984114	-0.06479569	-0.015085249	-0.077796164	-0.089297374	-0.361247225
1307	105	0.579567269	-0.051851732	-0.027787939	0.114016202	0.142807222	0.08952316	0.219802068	0.550544728	0.099834207	0.37783071	0.066482642	-0.059257966	-0.106016831	-0.055218072	-0.033658137	-0.050033932	-0.062479346	-0.090189565	-0.154379138	0.080865317	-0.031333666	0.06215745	0.072004785	0.007292994	0.000183706	0.024092343	-0.005144583	-0.133253389	0.016648696	0.012086767	-0.089028191	0.010690257
1368	1044	-0.179386537	-0.141570411	0.083212909	-0.056522327	0.021923424	-0.124026004	-0.150577063	-0.086815778	-0.071527694	-0.214933148	-0.135381267	-0.175911284	-0.256431872	-0.167748668	-0.040825789	0.100952786	0.080916896	0.016050074	-0.124353811	0.205341369	0.153924198	0.077104093	0.233885054	-0.013777276	0.203549303	-0.139458888	0.179189893	0.202054333	-0.004308619	0.156906378	0.174389402	0.169828819
